"ONSET_YEAR","ONSET_MONTH","ONSET_DAY","COUNTRY","STATE","COUNTY_MUNI","SEROTYPE","SPECIES"
1993,10,NA,"MEX","MIC","contepec",NA,NA
1993,10,NA,"MEX","OAX","santiago astata",NA,NA
1993,10,NA,"MEX","TAB","centro",NA,NA
1993,10,NA,"MEX","TAB","jalpa de mendez",NA,NA
1993,10,NA,"MEX","TAB","tacotalpa",NA,NA
1993,10,NA,"MEX","TAB","tacotalpa",NA,NA
1993,10,NA,"MEX","TAB","tacotalpa",NA,NA
1993,10,NA,"MEX","TAB","teapa",NA,NA
1993,10,NA,"MEX","TAB","teapa",NA,NA
1993,10,NA,"MEX","TAB","teapa",NA,NA
1993,10,NA,"MEX","TAB","teapa",NA,NA
1993,10,NA,"MEX","TAB","teapa",NA,NA
1993,10,NA,"MEX","TAB","teapa",NA,NA
1993,10,NA,"MEX","TAB","teapa",NA,NA
1993,10,NA,"MEX","VER","tlalixcoyan",NA,NA
1993,10,NA,"MEX","VER","veracruz",NA,NA
1993,11,NA,"MEX","COA","ixtacomitan",NA,NA
1993,11,NA,"MEX","COA","la concordia",NA,NA
1993,11,NA,"MEX","COA","pantepec",NA,NA
1993,11,NA,"MEX","COA","pichucalco",NA,NA
1993,11,NA,"MEX","COA","reforma",NA,NA
1993,11,NA,"MEX","COA","salto de agua",NA,NA
1993,11,NA,"MEX","MIC","buenavista",NA,NA
1993,11,NA,"MEX","TAB","huimanguillo",NA,NA
1993,11,NA,"MEX","TAB","tacotalpa",NA,NA
1993,11,NA,"MEX","VER","espinal",NA,NA
1993,12,NA,"MEX","COA","tapachula",NA,NA
1993,12,NA,"MEX","TAB","centla",NA,NA
1993,12,NA,"MEX","VER","chalma",NA,NA
1993,12,NA,"MEX","VER","martinez de la torre",NA,NA
1993,NA,NA,"MEX","VER",NA,NA,NA
1993,NA,NA,"MEX","CHS",NA,NA,NA
1993,NA,NA,"MEX","TAB",NA,NA,NA
1993,NA,NA,"MEX","JAL",NA,NA,NA
1993,NA,NA,"MEX","MIC",NA,NA,NA
1993,NA,NA,"MEX","MOR",NA,NA,NA
1994,1,NA,"MEX","COA","mapastepec",NA,NA
1994,1,NA,"MEX","COA","mapastepec",NA,NA
1994,1,NA,"MEX","COA","pijijiapan",NA,NA
1994,1,NA,"MEX","HID","atlapexco",NA,NA
1994,1,NA,"MEX","HID","huejutla de reyes",NA,NA
1994,1,NA,"MEX","PUE","venustiano carranza",NA,NA
1994,1,NA,"MEX","PUE","venustiano carranza",NA,NA
1994,1,NA,"MEX","PUE","venustiano carranza",NA,NA
1994,1,NA,"MEX","SLP","tanquian de escobedo",NA,NA
1994,1,NA,"MEX","TAB","centla",NA,NA
1994,1,NA,"MEX","TAB","centla","NJ","bovine"
1994,1,NA,"MEX","TAB",NA,"NJ","bovine"
1994,2,NA,"MEX","GRO","zirandaro",NA,NA
1994,2,NA,"MEX","JAL","mascota",NA,NA
1994,3,NA,"MEX","SIN","culiacan",NA,NA
1994,3,NA,"MEX","SIN","culiacan",NA,NA
1994,3,NA,"MEX","SIN","culiacan",NA,NA
1994,4,NA,"MEX","SIN","culiacan",NA,NA
1994,4,NA,"MEX","SIN","culiacan",NA,NA
1994,4,NA,"MEX","SIN","culiacan",NA,NA
1994,4,NA,"MEX","SIN","culiacan",NA,NA
1994,4,NA,"MEX","SIN","culiacan",NA,NA
1994,5,NA,"MEX","COA","tecpatan",NA,NA
1994,5,NA,"MEX","COL","rosales",NA,NA
1994,6,NA,"MEX","COA","palenque",NA,NA
1994,6,NA,"MEX","COA","tonala",NA,NA
1994,6,NA,"MEX","COA","tonala",NA,NA
1994,6,NA,"MEX","COA","tonala",NA,NA
1994,6,NA,"MEX","COL","meoqui",NA,NA
1994,7,NA,"MEX","COA","chiapa de corzo",NA,NA
1994,7,NA,"MEX","COA","chiapa de corzo",NA,NA
1994,7,NA,"MEX","COA","cintalapa",NA,NA
1994,7,NA,"MEX","COA","cintalapa",NA,NA
1994,7,NA,"MEX","COA","cintalapa",NA,NA
1994,7,NA,"MEX","COA","cintalapa",NA,NA
1994,7,NA,"MEX","COA","cintalapa",NA,NA
1994,7,NA,"MEX","COA","cintalapa",NA,NA
1994,7,NA,"MEX","COA","jiquipilas",NA,NA
1994,7,NA,"MEX","COA","tonala",NA,NA
1994,7,NA,"MEX","COA","villa corzo",NA,NA
1994,7,NA,"MEX","OAX","san pedro tapanatepec",NA,NA
1994,7,NA,"MEX","OAX","san pedro tapanatepec",NA,NA
1994,7,NA,"MEX","PUE","zaragoza",NA,NA
1994,8,NA,"MEX","COA","cintalapa",NA,NA
1994,8,NA,"MEX","COA","cintalapa",NA,NA
1994,8,NA,"MEX","COA","mapastepec",NA,NA
1994,8,NA,"MEX","COA","ocozocoautla de espinosa",NA,NA
1994,8,NA,"MEX","COA","ocozocoautla de espinosa",NA,NA
1994,8,NA,"MEX","COA","villa corzo",NA,NA
1994,8,NA,"MEX","COA","villa corzo",NA,NA
1994,8,NA,"MEX","MIC","morelia",NA,NA
1994,10,NA,"MEX","OAX",NA,NA,NA
1994,11,NA,"MEX","COA","mapastepec",NA,NA
1994,11,NA,"MEX","COA","mapastepec",NA,NA
1994,11,NA,"MEX","CHH","cuauhtemoc",NA,NA
1994,11,NA,"MEX","CHH","minatitlan",NA,NA
1994,NA,NA,"MEX","CHI",NA,NA,NA
1994,NA,NA,"MEX","VER",NA,NA,NA
1994,NA,NA,"MEX","CHS",NA,NA,NA
1994,NA,NA,"MEX","JAL",NA,NA,NA
1994,NA,NA,"MEX","GRO",NA,NA,NA
1994,NA,NA,"MEX","MIC",NA,NA,NA
1994,NA,NA,"MEX","MOR",NA,NA,NA
1995,1,NA,"MEX","HID","ixmiquilpan",NA,NA
1995,8,NA,"MEX","COA","copainala",NA,NA
1995,9,NA,"MEX","COA","berriozabal",NA,NA
1995,9,NA,"MEX","COA","berriozabal",NA,NA
1995,9,NA,"MEX","COA","bochil",NA,NA
1995,9,NA,"MEX","COA","bochil",NA,NA
1995,9,NA,"MEX","COA","cintalapa",NA,NA
1995,9,NA,"MEX","COA","francisco leon",NA,NA
1995,9,NA,"MEX","COA","larrainzar",NA,NA
1995,9,NA,"MEX","COA","ocozocoautla de espinosa",NA,NA
1995,9,NA,"MEX","COA","ocozocoautla de espinosa",NA,NA
1995,9,NA,"MEX","COA","tapilula",NA,NA
1995,9,NA,"MEX","COA","tecpatan",NA,NA
1995,9,NA,"MEX","GRO","pilcaya",NA,NA
1995,9,NA,"MEX","HID","huautla",NA,NA
1995,9,NA,"MEX","HID","zacualtipan de angeles",NA,NA
1995,9,NA,"MEX","HID","zacualtipan de angeles",NA,NA
1995,9,NA,"MEX","MEX","ixtapan de la sal",NA,NA
1995,9,NA,"MEX","MOR","ayala",NA,NA
1995,9,NA,"MEX","TAB","huimanguillo",NA,NA
1995,9,NA,"MEX","TAB","tacotalpa",NA,NA
1995,9,NA,"MEX","VER","las choapas",NA,NA
1995,10,NA,"MEX","COA","las margaritas",NA,NA
1995,10,NA,"MEX","MEX","almoloya de alquisiras",NA,NA
1995,10,NA,"MEX","MEX","ixtapan de la sal",NA,NA
1995,10,NA,"MEX","MEX","ixtapan de la sal",NA,NA
1995,10,NA,"MEX","MOR","jojutla",NA,NA
1995,11,NA,"MEX","MEX","texcoco","NJ","bovine"
1995,11,NA,"MEX","PUE",NA,"NJ","bovine"
1995,12,NA,"MEX","MOR","yautepec","NJ","bovine"
1995,12,NA,"MEX","MOR",NA,"NJ","bovine"
1995,NA,NA,"MEX","VER",NA,NA,NA
1995,NA,NA,"MEX","CHS",NA,NA,NA
1995,NA,NA,"MEX","TAB",NA,NA,NA
1995,NA,NA,"MEX","GRO",NA,NA,NA
1995,NA,NA,"MEX","MIC",NA,NA,NA
1995,5,6,"USA","NM","dona ana","NJ",NA
1995,6,NA,"USA","NM","valencia","NJ","bovine"
1995,6,NA,"USA","NM",NA,"NJ","bovine"
1995,6,NA,"USA","NM",NA,"NJ",NA
1995,7,NA,"USA","CO","montezuma","NJ","bovine"
1995,7,NA,"USA","NM","san juan","NJ","bovine"
1995,7,NA,"USA","NM","bernalillo","NJ","bovine"
1995,7,NA,"USA","NM",NA,"NJ","bovine"
1995,7,NA,"USA","NM",NA,"NJ",NA
1995,7,NA,"USA","AZ",NA,"NJ",NA
1995,8,NA,"USA","CO",NA,"NJ",NA
1995,8,NA,"USA","UT",NA,"NJ",NA
1995,9,NA,"USA","CO",NA,"NJ",NA
1995,9,NA,"USA","UT",NA,"NJ",NA
1995,10,NA,"USA","CO","rio grande","NJ","bovine"
1995,10,NA,"USA","WY",NA,"NJ",NA
1995,NA,NA,"USA","TX",NA,"NJ",NA
1996,1,NA,"MEX","MEX",NA,NA,NA
1996,1,NA,"MEX","MOR","jiutepec",NA,NA
1996,1,NA,"MEX","PUE","izucar de matamoros",NA,NA
1996,2,NA,"MEX","VER","tlapacoyan",NA,NA
1996,2,NA,"MEX","VER","tlapacoyan","NJ","bovine"
1996,2,NA,"MEX","VER",NA,"NJ","bovine"
1996,3,NA,"MEX","MIC","alvaro obregon",NA,NA
1996,3,NA,"MEX","MIC","apatzingan",NA,NA
1996,3,NA,"MEX","MIC","tepalcatepec",NA,NA
1996,3,NA,"MEX","MOR","yautepec",NA,NA
1996,4,NA,"MEX","MOR","tlayacapan",NA,NA
1996,4,NA,"MEX","VER","angel r. cabada",NA,NA
1996,4,NA,"MEX","VER","santiago tuxtla",NA,NA
1996,5,NA,"MEX","COA","tecpatan",NA,NA
1996,5,NA,"MEX","VER","cazones de herrera",NA,NA
1996,6,NA,"MEX","COA","villaflores",NA,NA
1996,6,NA,"MEX","HID","mixquiahuala de juarez",NA,NA
1996,8,NA,"MEX","GRO","juan r. escudero",NA,NA
1996,8,NA,"MEX","GRO","juan r. escudero","NJ","bovine"
1996,8,NA,"MEX","GRO",NA,"NJ","bovine"
1996,9,NA,"MEX","COA","juarez",NA,NA
1996,9,NA,"MEX","COA","pijijiapan",NA,NA
1996,9,NA,"MEX","VER","tres valles",NA,NA
1996,10,NA,"MEX","COA","arriaga",NA,NA
1996,10,NA,"MEX","COA","jiquipilas",NA,NA
1996,10,NA,"MEX","COA","villa corzo",NA,NA
1996,10,NA,"MEX","GRO","tecoanapa",NA,NA
1996,10,NA,"MEX","NLE","monterrey",NA,NA
1996,10,NA,"MEX","TAB","emiliano zapata",NA,NA
1996,10,NA,"MEX","VER","hidalgotitlan",NA,NA
1996,10,NA,"MEX","VER","hidalgotitlan",NA,NA
1996,10,NA,"MEX","VER","sayula de aleman",NA,NA
1996,10,NA,"MEX","CHS",NA,"NJ","bovine"
1996,10,NA,"MEX","CHS",NA,"NJ","bovine"
1996,11,NA,"MEX","JAL","tuxcacuesco",NA,NA
1996,11,NA,"MEX","OAX","santo domingo zanatepec",NA,NA
1996,12,NA,"MEX","COA","mapastepec",NA,NA
1996,12,NA,"MEX","COA","mapastepec",NA,NA
1996,12,NA,"MEX","TAB","cunduacan",NA,NA
1996,12,NA,"MEX","CHS",NA,"NJ","bovine"
1996,12,NA,"MEX","CHS",NA,"NJ","bovine"
1996,NA,NA,"MEX","NLE",NA,NA,NA
1996,NA,NA,"MEX","TAB",NA,NA,NA
1996,NA,NA,"MEX","JAL",NA,NA,NA
1996,NA,NA,"MEX","MIC",NA,NA,NA
1996,NA,NA,"MEX","MOR",NA,NA,NA
1997,1,NA,"MEX","CHH","comala",NA,NA
1997,1,NA,"MEX","CHH","comala",NA,NA
1997,1,NA,"MEX","COL","comala","IN","bovine"
1997,1,NA,"MEX","COL",NA,"IN","bovine"
1997,1,NA,"MEX","CAM",NA,"IN","bovine"
1997,2,NA,"MEX","COA","escuintla",NA,NA
1997,3,NA,"MEX","CHH","comala",NA,NA
1997,4,NA,"MEX","OAX","san juan cotzocon",NA,NA
1997,4,NA,"MEX","VER","hidalgotitlan",NA,NA
1997,4,NA,"MEX","VER","santiago tuxtla",NA,NA
1997,4,NA,"MEX","VER","santiago tuxtla",NA,NA
1997,5,NA,"MEX","TAB","centro",NA,NA
1997,6,NA,"MEX","COA","berriozabal",NA,NA
1997,6,NA,"MEX","CHS","berriozabal","NJ","bovine"
1997,6,NA,"MEX","CHS",NA,"NJ","bovine"
1997,7,NA,"MEX","COA","chiapa de corzo",NA,NA
1997,7,NA,"MEX","COA","cintalapa",NA,NA
1997,7,NA,"MEX","COA","tuxtla gutierrez",NA,NA
1997,7,NA,"MEX","COA","villaflores",NA,NA
1997,7,NA,"MEX","COA","villaflores",NA,NA
1997,7,NA,"MEX","JAL","magdalena",NA,NA
1997,8,NA,"MEX","COA","villaflores",NA,NA
1997,8,NA,"MEX","DUR","lerdo",NA,NA
1997,8,NA,"MEX","DUR","lerdo",NA,NA
1997,9,NA,"MEX","VER",NA,"NJ","bovine"
1997,10,NA,"MEX","OAX",NA,NA,NA
1997,10,NA,"MEX","OAX","san juan mazatlan",NA,NA
1997,11,NA,"MEX","COA","arriaga",NA,NA
1997,11,NA,"MEX","COA","arriaga",NA,NA
1997,11,NA,"MEX","COA","mapastepec",NA,NA
1997,11,NA,"MEX","COA","mapastepec",NA,NA
1997,11,NA,"MEX","COA","ocosingo",NA,NA
1997,11,NA,"MEX","COA","ocosingo",NA,NA
1997,11,NA,"MEX","TAB","cunduacan",NA,NA
1997,11,NA,"MEX","VER","santiago tuxtla",NA,NA
1997,12,NA,"MEX","COA","mapastepec",NA,NA
1997,12,NA,"MEX","COA","mapastepec",NA,NA
1997,12,NA,"MEX","COA","mapastepec",NA,NA
1997,12,NA,"MEX","COA","mapastepec",NA,NA
1997,12,NA,"MEX","COA","pijijiapan",NA,NA
1997,12,NA,"MEX","VER","isla",NA,NA
1997,NA,NA,"MEX","TAB",NA,NA,NA
1997,NA,NA,"MEX","JAL",NA,NA,NA
1997,6,NA,"USA","NM","bernalillo","IN","equine"
1997,6,NA,"USA","NM","sandoval","IN","equine"
1997,6,NA,"USA","NM",NA,"IN","equine"
1997,7,NA,"USA","CO","pueblo","IN","equine"
1997,7,NA,"USA","NM","santa fe","IN","equine"
1997,7,NA,"USA","NM","valencia","IN","equine"
1997,7,NA,"USA","NM","santa fe","IN","equine"
1997,7,NA,"USA","NM","dona ana","IN","equine"
1997,8,NA,"USA","CO","montezuma","IN","equine"
1997,8,NA,"USA","CO","la plata","IN","equine"
1997,8,NA,"USA","CO","conejos","IN","equine"
1997,8,NA,"USA","CO","fremont","IN","equine"
1997,8,NA,"USA","CO","larimer","IN","equine"
1997,8,NA,"USA","CO","montezuma","NJ","equine"
1997,8,NA,"USA","CO",NA,"IN","equine"
1997,9,NA,"USA","CO","fremont","IN","equine"
1997,9,NA,"USA","CO","morgan","IN","equine"
1997,9,NA,"USA","CO","larimer","IN","equine"
1997,9,NA,"USA","CO","boulder","NJ","equine"
1997,9,NA,"USA","CO",NA,"IN","equine"
1997,9,NA,"USA","CO",NA,"NJ","equine"
1997,9,NA,"USA","NM","mora","IN","equine"
1997,9,NA,"USA","UT","san juan","IN","equine"
1997,9,NA,"USA","UT","uintah","IN","equine"
1997,9,NA,"USA","UT",NA,"IN","equine"
1997,10,NA,"USA","AZ","maricopa","IN","equine"
1997,10,NA,"USA","CO","adams","IN","equine"
1997,10,NA,"USA","CO","pitkin","IN","equine"
1997,10,NA,"USA","CO","pitkin","NJ","equine"
1997,10,NA,"USA","CO","arapahoe","NJ","equine"
1997,10,NA,"USA","CO","adams","NJ","equine"
1997,10,NA,"USA","CO","weld","NJ","equine"
1997,10,NA,"USA","CO","fremont","NJ","equine"
1997,10,NA,"USA","CO",NA,"IN","equine"
1997,10,NA,"USA","UT","uintah","IN","equine"
1997,11,NA,"USA","NM","san juan","IN","equine"
1998,2,NA,"MEX","COA","tecpatan",NA,NA
1998,2,NA,"MEX","COA","tecpatan",NA,NA
1998,2,NA,"MEX","COA","tecpatan",NA,NA
1998,2,NA,"MEX","VER",NA,NA,NA
1998,8,NA,"MEX","COA","ocozocoautla de espinosa",NA,NA
1998,9,NA,"MEX","COA","ocozocoautla de espinosa",NA,NA
1998,9,NA,"MEX","TAB","cunduacan",NA,NA
1998,10,NA,"MEX","COA","juarez",NA,NA
1998,10,NA,"MEX","COA","juarez",NA,NA
1998,10,NA,"MEX","COA","palenque",NA,NA
1998,10,NA,"MEX","COA","palenque",NA,NA
1998,10,NA,"MEX","COA","reforma",NA,NA
1998,10,NA,"MEX","COA","tecpatan",NA,NA
1998,10,NA,"MEX","TAB","centro",NA,NA
1998,10,NA,"MEX","TAB","centro",NA,NA
1998,10,NA,"MEX","TAB","centro",NA,NA
1998,10,NA,"MEX","TAB","cunduacan",NA,NA
1998,10,NA,"MEX","TAB","cunduacan",NA,NA
1998,10,NA,"MEX","TAB","huimanguillo",NA,NA
1998,10,NA,"MEX","TAB","huimanguillo",NA,NA
1998,10,NA,"MEX","TAB","jalapa",NA,NA
1998,10,NA,"MEX","TAB","jalapa",NA,NA
1998,10,NA,"MEX","TAB","jalapa",NA,NA
1998,10,NA,"MEX","TAB","jalapa",NA,NA
1998,10,NA,"MEX","TAB","jalapa",NA,NA
1998,10,NA,"MEX","TAB","jalpa de mendez",NA,NA
1998,10,NA,"MEX","TAB","tacotalpa",NA,NA
1998,10,NA,"MEX","TAB","tacotalpa",NA,NA
1998,10,NA,"MEX","TAB","tacotalpa",NA,NA
1998,10,NA,"MEX","TAB","teapa",NA,NA
1998,10,NA,"MEX","TAB","teapa",NA,NA
1998,10,NA,"MEX","VER","agua dulce",NA,NA
1998,10,NA,"MEX","VER","chinameca",NA,NA
1998,10,NA,"MEX","VER","coatzacoalcos",NA,NA
1998,10,NA,"MEX","VER","jamapa",NA,NA
1998,10,NA,"MEX","VER","las choapas",NA,NA
1998,10,NA,"MEX","VER","minatitlan",NA,NA
1998,10,NA,"MEX","VER","sayula de aleman",NA,NA
1998,10,NA,"MEX","VER","tlacotalpan",NA,NA
1998,11,NA,"MEX","COA","palenque",NA,NA
1998,11,NA,"MEX","VER","acayucan",NA,NA
1998,11,NA,"MEX","VER","tamalin",NA,NA
1998,11,NA,"MEX","VER","tlalixcoyan",NA,NA
1998,12,NA,"MEX","ROO","othon p. blanco",NA,NA
1998,12,NA,"MEX","VER","ixhuatlan del cafe",NA,NA
1998,NA,NA,"MEX","VER",NA,NA,NA
1998,NA,NA,"MEX","CHS",NA,NA,NA
1998,NA,NA,"MEX","TAB",NA,NA,NA
1998,5,NA,"USA","NM","otero","IN","equine"
1998,5,NA,"USA","NM",NA,"IN","equine"
1998,6,NA,"USA","NM","catron","IN","equine"
1998,6,NA,"USA","NM",NA,"IN","equine"
1998,7,NA,"USA","CO","boulder","IN","equine"
1998,7,NA,"USA","CO","weld","IN","equine"
1998,9,NA,"USA","CO","larimer","IN","equine"
1998,9,NA,"USA","CO","weld","IN","equine"
1998,9,NA,"USA","CO",NA,"IN","equine"
1998,NA,NA,"USA","AZ",NA,"IN",NA
1998,NA,NA,"USA","TX",NA,"IN",NA
1999,1,NA,"MEX","VER","santiago tuxtla",NA,NA
1999,2,NA,"MEX","COA","pijijiapan",NA,NA
1999,9,NA,"MEX","TAB","tacotalpa",NA,NA
1999,9,NA,"MEX","TAB","tacotalpa",NA,NA
1999,10,NA,"MEX","COA","palenque",NA,NA
1999,10,NA,"MEX","TAB","emiliano zapata",NA,NA
1999,12,NA,"MEX","COA","tecpatan",NA,NA
1999,12,NA,"MEX","COA","villaflores",NA,NA
1999,12,NA,"MEX","OAX","san juan lalana",NA,NA
1999,12,NA,"MEX","OAX","santa maria jacatepec",NA,NA
1999,12,NA,"MEX","VER","playa vicente",NA,NA
1999,12,NA,"MEX","VER","san juan evangelista",NA,NA
2000,1,NA,"MEX","COA","villaflores",NA,NA
2000,2,NA,"MEX","COA","salto de agua",NA,NA
2000,2,NA,"MEX","VER","juan rodriguez clara",NA,NA
2000,2,NA,"MEX","VER","santiago tuxtla",NA,NA
2000,2,NA,"MEX","VER","santiago tuxtla",NA,NA
2000,2,NA,"MEX","VER","santiago tuxtla",NA,NA
2000,3,NA,"MEX","VER","catemaco",NA,NA
2000,7,NA,"MEX","COA","villaflores",NA,NA
2000,7,NA,"MEX","VER","cosautlan de carvajal",NA,NA
2000,8,NA,"MEX","VER","isla",NA,NA
2000,8,NA,"MEX","VER","tres valles",NA,NA
2000,9,NA,"MEX","VER","alvarado",NA,NA
2000,9,NA,"MEX","VER","isla",NA,NA
2000,9,NA,"MEX","VER","medellin",NA,NA
2000,9,NA,"MEX","VER","tlalixcoyan",NA,NA
2000,9,NA,"MEX","VER","tlalixcoyan",NA,NA
2000,10,NA,"MEX","TAB","tacotalpa",NA,NA
2000,10,NA,"MEX","VER","juan rodriguez clara",NA,NA
2000,10,NA,"MEX","VER","tlalixcoyan",NA,NA
2000,10,NA,"MEX","VER","veracruz",NA,NA
2000,10,NA,"MEX","VER","veracruz",NA,NA
2000,11,NA,"MEX","COA","ocozocoautla de espinosa",NA,NA
2000,NA,NA,"MEX","VER",NA,"NJ","bovine"
2000,NA,NA,"MEX","VER",NA,"NJ","bovine"
2000,NA,NA,"MEX","VER",NA,"NJ","bovine"
2001,NA,NA,"MEX","COA","arriaga",NA,"bovine"
2001,NA,NA,"MEX","COA","arriaga",NA,"bovine"
2001,NA,NA,"MEX","COA","arriaga",NA,"bovine"
2001,NA,NA,"MEX","COA","berriozabal",NA,"bovine"
2001,NA,NA,"MEX","COA","cintalapa",NA,"bovine"
2001,NA,NA,"MEX","COA","cintalapa",NA,"bovine"
2001,NA,NA,"MEX","COA","cintalapa",NA,"bovine"
2001,NA,NA,"MEX","COA","frontera comalapa",NA,"bovine"
2001,NA,NA,"MEX","COA","frontera comalapa",NA,"bovine"
2001,NA,NA,"MEX","COA","la trinitaria",NA,"bovine"
2001,NA,NA,"MEX","COA","ocozocoautla de espinosa",NA,"bovine"
2001,NA,NA,"MEX","COA","ocozocoautla de espinosa",NA,"bovine"
2001,NA,NA,"MEX","COA","ocozocoautla de espinosa",NA,"bovine"
2001,NA,NA,"MEX","COA","ocozocoautla de espinosa",NA,"bovine"
2001,NA,NA,"MEX","COA","ocozocoautla de espinosa",NA,"bovine"
2001,NA,NA,"MEX","COA","salto de agua",NA,"bovine"
2001,NA,NA,"MEX","COA","salto de agua",NA,"bovine"
2001,NA,NA,"MEX","COA","salto de agua",NA,"bovine"
2001,NA,NA,"MEX","COA","tecpatan",NA,"bovine"
2001,NA,NA,"MEX","COA","tecpatan",NA,"bovine"
2001,NA,NA,"MEX","COA","tonala",NA,"bovine"
2001,NA,NA,"MEX","COA","venustiano carranza",NA,"bovine"
2001,NA,NA,"MEX","COA","venustiano carranza",NA,"bovine"
2001,NA,NA,"MEX","COA","villa corzo",NA,"bovine"
2001,NA,NA,"MEX","COA","villaflores",NA,"bovine"
2001,NA,NA,"MEX","COA","villaflores",NA,"bovine"
2001,NA,NA,"MEX","COA","villaflores",NA,"porcine"
2001,NA,NA,"MEX","COA","villaflores",NA,"bovine"
2001,NA,NA,"MEX","PUE","hueytamalco",NA,"bovine"
2001,NA,NA,"MEX","TAB","centla",NA,"bovine"
2001,NA,NA,"MEX","TAB","huimanguillo",NA,"bovine"
2001,NA,NA,"MEX","TAB","huimanguillo",NA,"bovine"
2001,NA,NA,"MEX","TAB","tenosique",NA,"bovine"
2001,NA,NA,"MEX","VER","actopan",NA,"bovine"
2001,NA,NA,"MEX","VER","actopan",NA,"bovine"
2001,NA,NA,"MEX","VER","angel r. cabada",NA,"bovine"
2001,NA,NA,"MEX","VER","catemaco",NA,"bovine"
2001,NA,NA,"MEX","VER","catemaco",NA,"bovine"
2001,NA,NA,"MEX","VER","catemaco",NA,"bovine"
2001,NA,NA,"MEX","VER","coatepec",NA,"bovine"
2001,NA,NA,"MEX","VER","cordoba",NA,"bovine"
2001,NA,NA,"MEX","VER","gutierrez zamora",NA,"bovine"
2001,NA,NA,"MEX","VER","gutierrez zamora",NA,"bovine"
2001,NA,NA,"MEX","VER","gutierrez zamora",NA,"bovine"
2001,NA,NA,"MEX","VER","martinez de la torre",NA,"bovine"
2001,NA,NA,"MEX","VER","playa vicente",NA,"equine"
2001,NA,NA,"MEX","VER","puente nacional",NA,"bovine"
2001,NA,NA,"MEX","VER","san andres tuxtla",NA,"bovine"
2001,NA,NA,"MEX","VER","tantima",NA,"bovine"
2001,NA,NA,"MEX","VER","tepetzintla",NA,"bovine"
2001,NA,NA,"MEX","VER","tlalixcoyan",NA,"bovine"
2001,NA,NA,"MEX","VER","veracruz",NA,"bovine"
2001,NA,NA,"MEX","VER","veracruz",NA,"bovine"
2001,NA,NA,"MEX","VER","xalapa",NA,"bovine"
2001,NA,NA,"MEX","VER","xalapa",NA,"bovine"
2002,NA,NA,"MEX","COA","arriaga",NA,"bovine"
2002,NA,NA,"MEX","COA","chicomuselo",NA,"bovine"
2002,NA,NA,"MEX","COA","chicomuselo",NA,"bovine"
2002,NA,NA,"MEX","COA","jiquipilas",NA,"bovine"
2002,NA,NA,"MEX","COA","palenque",NA,"ovine"
2002,NA,NA,"MEX","COA","palenque",NA,"ovine"
2002,NA,NA,"MEX","COA","pijijiapan",NA,"bovine"
2002,NA,NA,"MEX","COA","villaflores",NA,"bovine"
2002,NA,NA,"MEX","COA","villaflores",NA,"bovine"
2002,NA,NA,"MEX","COA","villaflores",NA,"bovine"
2002,NA,NA,"MEX","COA","villaflores",NA,"bovine"
2002,NA,NA,"MEX","COL","juarez",NA,"ovine"
2002,NA,NA,"MEX","DIF","cuajimalpa de morelos",NA,"ovine"
2002,NA,NA,"MEX","HID","ixmiquilpan",NA,"ovine"
2002,NA,NA,"MEX","OAX","acatlan de perez figueroa",NA,"bovine"
2002,NA,NA,"MEX","PUE","atlixco",NA,"ovine"
2002,NA,NA,"MEX","PUE","venustiano carranza",NA,"bovine"
2002,NA,NA,"MEX","QUE","landa de matamoros",NA,"bovine"
2002,NA,NA,"MEX","TAB","centro",NA,"bovine"
2002,NA,NA,"MEX","TAB","huimanguillo",NA,"bovine"
2002,NA,NA,"MEX","VER","alamo temapache",NA,"ovine"
2002,NA,NA,"MEX","VER","alamo temapache",NA,"ovine"
2002,NA,NA,"MEX","VER","carrillo puerto",NA,"bovine"
2002,NA,NA,"MEX","VER","chicontepec",NA,"ovine"
2002,NA,NA,"MEX","VER","chinampa de gorostiza",NA,"bovine"
2002,NA,NA,"MEX","VER","chinampa de gorostiza",NA,"bovine"
2002,NA,NA,"MEX","VER","ignacio de la llave",NA,"bovine"
2002,NA,NA,"MEX","VER","manlio fabio altamirano",NA,"bovine"
2002,NA,NA,"MEX","VER","rafael lucio",NA,"bovine"
2002,NA,NA,"MEX","VER","tantoyuca",NA,"bovine"
2002,NA,NA,"MEX","VER","tlalixcoyan",NA,"ovine"
2002,NA,NA,"MEX","VER","tres valles",NA,"bovine"
2002,NA,NA,"MEX","QUE",NA,"NJ","bovine"
2002,NA,NA,"MEX","VER",NA,"NJ","bovine"
2003,NA,NA,"MEX","AGU","tepezala",NA,"bovine"
2003,NA,NA,"MEX","COA","angel albino corzo",NA,"bovine"
2003,NA,NA,"MEX","COA","arriaga",NA,"bovine"
2003,NA,NA,"MEX","COA","arriaga",NA,"bovine"
2003,NA,NA,"MEX","COA","arriaga",NA,"bovine"
2003,NA,NA,"MEX","COA","arriaga",NA,"bovine"
2003,NA,NA,"MEX","COA","cintalapa",NA,"bovine"
2003,NA,NA,"MEX","COA","cintalapa",NA,"bovine"
2003,NA,NA,"MEX","COA","cintalapa",NA,"bovine"
2003,NA,NA,"MEX","COA","cintalapa",NA,"bovine"
2003,NA,NA,"MEX","COA","cintalapa",NA,"bovine"
2003,NA,NA,"MEX","COA","copainala",NA,"bovine"
2003,NA,NA,"MEX","COA","copainala",NA,"bovine"
